迭代次数,区域0工作量,区域1工作量,区域2工作量,总工作量,区域0占比,区域1占比,区域2占比
1,11.931609,2.018753,0.000000,13.950361,0.8553,0.1447,0.0000
2,11.251304,6.797744,0.000000,18.049048,0.6234,0.3766,0.0000
3,3.708132,9.437727,3.377497,16.523355,0.2244,0.5712,0.2044
4,4.168592,15.815175,4.431835,24.415602,0.1707,0.6477,0.1815
5,5.582952,12.069871,2.176937,19.829760,0.2815,0.6087,0.1098
6,6.465072,13.284007,6.700438,26.449517,0.2444,0.5022,0.2533
7,6.650526,19.751499,5.307180,31.709205,0.2097,0.6229,0.1674
8,3.533039,5.969658,18.393576,27.896272,0.1266,0.2140,0.6594
9,12.183425,4.072967,2.201789,18.458181,0.6601,0.2207,0.1193
10,8.659750,15.512431,7.795501,31.967682,0.2709,0.4853,0.2439
11,4.784139,6.635668,9.378070,20.797877,0.2300,0.3191,0.4509
12,3.287758,2.548899,18.709892,24.546549,0.1339,0.1038,0.7622
13,6.611237,26.068663,0.982567,33.662467,0.1964,0.7744,0.0292
14,14.638219,5.622534,18.284547,38.545301,0.3798,0.1459,0.4744
15,10.817855,11.346463,10.144077,32.308396,0.3348,0.3512,0.3140
16,6.721379,6.151068,16.422106,29.294553,0.2294,0.2100,0.5606
17,8.386703,10.270131,19.644981,38.301815,0.2190,0.2681,0.5129
18,2.799289,27.152248,4.977893,34.929430,0.0801,0.7773,0.1425
